Offset,sMeanPktSz,sTtl,sHops,TcpRtt,State,AckDat,SynAck,Proto,SrcBytes,TotBytes,SrcRate,Max,Load,Dur,SrcLoad,Rate,RunTime,Cause,Min,is_attack
-1.1755669211808246,7.937825965852247,0.48194616490971365,2.505339159752617,-0.3539946864708616,-2.1059952314720833,-0.3484023076996031,-0.28580754307836664,0.40929151737857733,8.024659086200774,7.307714934952046,0.8981353062237523,2.2775566245019245,0.5973043695419389,2.2775566245019245,2.029676241849165,-0.028693120852051366,2.2775566245019245,0.8568101446921702,2.2775566245019245,0
-1.0547908885134847,-0.0318710700574753,-0.38303407290082336,-0.3968782277395545,1.208202844551771,1.8156097218343903,1.171587381386649,1.126164020351243,-0.9326478838626592,-0.08889677982150693,-0.08711272591412617,-0.06779162948647673,1.5864466785460012,-0.052433839953767526,1.5864466785460012,-0.07113891003852446,-0.02965982909538596,1.5864466785460012,0.8568101446921702,1.5864466785460012,1
-0.4471982311678613,-0.23222847887405004,-0.38303407290082336,-0.3968782277395545,-0.3539946864708616,0.6951511637468263,-0.3484023076996031,-0.28580754307836664,0.40929151737857733,-0.09821869463537178,-0.12336832183053278,-0.081535859971169,0.7955457365799479,-0.05528904332237894,0.7955457365799479,-0.07350467296968972,-0.029700167845424036,0.7955457365799479,0.8568101446921702,0.7955457365799479,1
-0.05564006264371286,-0.23222847887405004,-0.38303407290082336,-0.3968782277395545,-0.3539946864708616,0.6951511637468263,-0.3484023076996031,-0.28580754307836664,0.40929151737857733,-0.09821869463537178,-0.12336832183053278,-0.07970245762053076,0.6093520332886234,-0.055249512814351684,0.6093520332886234,-0.07337472787691543,-0.029698374153456046,0.6093520332886234,0.8568101446921702,0.6093520332886234,1
0.03647391180114611,-0.23222847887405004,-0.38303407290082336,-0.3968782277395545,-0.3539946864708616,0.6951511637468263,-0.3484023076996031,-0.28580754307836664,0.40929151737857733,-0.10014736666582656,-0.125092823561551,-0.0952792403630034,-0.7863973222287248,-0.05558537264856827,-0.7863973222287248,-0.07447876978010413,-0.02971361355253427,-0.7863973222287248,0.8568101446921702,-0.7863973222287248,1
1.9779743335758586,-0.23222847887405004,-0.38303407290082336,-0.3968782277395545,-0.3539946864708616,0.6951511637468263,-0.3484023076996031,-0.28580754307836664,0.40929151737857733,-0.09821869463537178,-0.12336832183053278,-0.081569049013161,0.7993758723615617,-0.0552897590399921,0.7993758723615617,-0.07350702568399275,-0.029700200315611516,0.7993758723615617,0.8568101446921702,0.7993758723615617,0
1.4563990092016306,-0.23222847887405004,-0.38303407290082336,-0.3968782277395545,-0.3539946864708616,0.6951511637468263,-0.3484023076996031,-0.28580754307836664,0.40929151737857733,-0.10014736666582656,-0.125092823561551,-0.0952792403630034,-0.7863973222287248,-0.05558537264856827,-0.7863973222287248,-0.07447876978010413,-0.02971361355253427,-0.7863973222287248,0.8568101446921702,-0.7863973222287248,0
-1.1532640220961468,-0.23222847887405004,-0.38303407290082336,-0.3968782277395545,-0.3539946864708616,-0.4253073943407376,-0.3484023076996031,-0.28580754307836664,0.40929151737857733,-0.09821869463537178,-0.12336832183053278,-0.08296731008218584,0.9794720485928616,-0.05531990788299626,0.9794720485928616,-0.07360613127096151,-0.02970156829119407,0.9794720485928616,-1.1592137251717594,0.9794720485928616,1
-0.8214477827754251,-0.016717988718406615,2.596342301779915,1.3444522047557486,-0.3539946864708616,-0.4253073943407376,-0.3484023076996031,-0.28580754307836664,0.40929151737857733,-0.09867790226167053,-0.12377891748077521,-0.0952792403630034,-0.7863973222287248,-0.05558537264856827,-0.7863973222287248,-0.07447876978010413,-0.02971361355253427,-0.7863973222287248,-1.1592137251717594,-0.7863973222287248,0
1.4164078632901365,-0.23222847887405004,-0.38303407290082336,-0.3968782277395545,-0.3539946864708616,0.6951511637468263,-0.3484023076996031,-0.28580754307836664,0.40929151737857733,-0.09821869463537178,-0.12336832183053278,-0.08153575370956177,0.795534074307536,-0.05528904113804007,0.795534074307536,-0.07350466578930848,-0.029700167741463994,0.795534074307536,0.8568101446921702,0.795534074307536,0
